name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Beijing,China",11-04-2007,16.1,6.1,11.7,16.1,5,11.3,0.3,46.89,0,,0,,,,,18,,1014.8,65.8,12.3,,,0,,2007-04-11T05:44:01,2007-04-11T18:47:59,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",12-04-2007,14.1,9.1,11.3,14.1,6.4,11.1,5.9,70.99,1,,4.17,,,,,28.8,,1011.7,68.8,9.6,,,0,,2007-04-12T05:42:29,2007-04-12T18:49:00,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
"Beijing,China",13-04-2007,22.1,7.1,15,22.1,5.8,14.9,2.8,47.87,0,,0,,,,,28.8,,1013.6,11.3,13.1,,,0,,2007-04-13T05:40:57,2007-04-13T18:50:00,0.9,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",14-04-2007,19.1,10.1,15,19.1,10.1,15.1,-3.9,29.73,0,,0,,,,,25.2,,1013,16.3,15,,,0,,2007-04-14T05:39:26,2007-04-14T18:51:01,0.94,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",15-04-2007,16.1,8.4,12.3,16.1,7.4,12.2,0.3,46.79,0,,0,,,,,18,,1013.3,30,12.5,,,0,,2007-04-15T05:37:56,2007-04-15T18:52:01,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",16-04-2007,18.4,8.1,13,18.4,6.9,12.9,0.2,43.69,0,,0,,,,,25.2,,1012.9,21.3,13.3,,,0,,2007-04-16T05:36:26,2007-04-16T18:53:02,1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,54511099999
"Beijing,China",17-04-2007,22.1,6.1,14.5,22.1,5.8,14.1,-4,34.42,0,,0,,,,,25.2,,1012.5,14.6,13.8,,,0,,2007-04-17T05:34:58,2007-04-17T18:54:03,0,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",18-04-2007,25.2,11.1,17.6,25.2,11.1,17.7,3.8,42.07,0,,0,,,,,25.2,,1002.8,18.3,10.3,,,0,,2007-04-18T05:33:29,2007-04-18T18:55:03,0.01,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",19-04-2007,23.7,12.1,18.1,23.7,12.1,18.1,11.1,64.21,0,,0,,,,,21.6,,1000.6,24.6,6.7,,,0,,2007-04-19T05:32:02,2007-04-19T18:56:04,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",20-04-2007,25.1,16.1,20.4,25.1,16.1,20.5,-2.6,25.11,0,,0,,,,,32.4,,1007.3,22.2,12.9,,,0,,2007-04-20T05:30:35,2007-04-20T18:57:05,0.07,Partially cloudy,Partly cloudy throughout the day.,wind,54511099999
"Beijing,China",21-04-2007,23.7,12.1,17.5,23.7,12.1,17.5,-2,32.83,0.3,,4.17,,,,,32.4,,1011,37.5,16.6,,,0,,2007-04-21T05:29:09,2007-04-21T18:58:05,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
"Beijing,China",22-04-2007,20.1,12.1,16.7,20.1,12.1,16.8,-2.8,26.66,0,,0,,,,,21.6,,1018.7,19.2,15.8,,,0,,2007-04-22T05:27:44,2007-04-22T18:59:06,0.16,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",23-04-2007,20.1,11.1,15.2,20.1,11.1,15.2,3.5,47.56,0,,0,,,,,21.6,,1018.9,25.4,12.2,,,0,,2007-04-23T05:26:20,2007-04-23T19:00:07,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",24-04-2007,26.1,7.7,17.6,26.1,7.7,17.7,-2.3,35.87,0,,0,,,,,28.8,,1010.6,19.2,14.8,,,0,,2007-04-24T05:24:57,2007-04-24T19:01:07,0.26,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",25-04-2007,27.1,11.4,20.8,26.6,11.4,20.8,-7,16.11,0,,0,,,,,32.4,,1010.5,7.9,13.2,,,0,,2007-04-25T05:23:34,2007-04-25T19:02:08,0.31,Clear,Clear conditions throughout the day.,wind,54511099999
"Beijing,China",26-04-2007,23.1,10.9,16.9,23.1,10.9,16.9,0.7,34.95,0,,0,,,,,25.2,,1018.5,0,12.6,,,0,,2007-04-26T05:22:13,2007-04-26T19:03:09,0.36,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",27-04-2007,23.1,10.1,16.6,23.1,10.1,16.6,-0.8,32.44,0,,0,,,,,18,,1022.5,10.4,12.8,,,0,,2007-04-27T05:20:53,2007-04-27T19:04:09,0.4,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",28-04-2007,27.1,10.7,19.4,26.4,10.7,19.4,4.8,39.93,0,,0,,,,,25.2,,1017.8,13.8,8.8,,,0,,2007-04-28T05:19:33,2007-04-28T19:05:10,0.43,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",29-04-2007,30.1,14.1,22.3,29,14.1,22.1,10.3,49.42,0,,0,,,,,21.6,,1011.4,21.3,6.6,,,0,,2007-04-29T05:18:15,2007-04-29T19:06:10,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",30-04-2007,24.1,14.6,19.4,24.1,14.6,19.5,11.1,60.92,0,,0,,,,,25.2,,1009.1,37.9,9.3,,,0,,2007-04-30T05:16:58,2007-04-30T19:07:11,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",01-05-2007,28.1,13.1,20.1,26.7,13.1,20,6,51.02,1,,4.17,,,,,28.8,,1010.6,14.2,14.3,,,0,,2007-05-01T05:15:42,2007-05-01T19:08:11,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,54511099999
"Beijing,China",02-05-2007,29.1,12.1,21.9,27.5,12.1,21.5,3.9,35.79,0,,0,,,,,21.6,,1005.9,25,13.3,,,0,,2007-05-02T05:14:27,2007-05-02T19:09:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",03-05-2007,32.1,17.1,25.2,29.8,17.1,24.6,2.5,27.33,0,,0,,,,,28.8,,1006.9,9.2,14.7,,,0,,2007-05-03T05:13:13,2007-05-03T19:10:11,0.51,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",04-05-2007,30.2,15.2,23.3,28.4,15.2,23,4.4,31.37,0,,0,,,,,25.2,,1003.4,21.3,14.2,,,0,,2007-05-04T05:12:01,2007-05-04T19:11:11,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",05-05-2007,27.6,17.1,23,26.4,17.1,22.8,0.3,23.3,0,,0,,,,,32.4,,1008.3,7.9,15,,,0,,2007-05-05T05:10:50,2007-05-05T19:12:11,0.54,Clear,Clear conditions throughout the day.,wind,54511099999
"Beijing,China",06-05-2007,32.2,14.1,23.9,29.9,14.1,23.2,1.7,28.72,0,,0,,,,,21.6,,1005.5,10,14.2,,,0,,2007-05-06T05:09:40,2007-05-06T19:13:10,0.57,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",07-05-2007,33.1,18.1,25.8,30.6,18.1,25,1.2,23.97,0,,0,,,,,25.2,,1002.4,22.1,10.7,,,0,,2007-05-07T05:08:31,2007-05-07T19:14:10,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",08-05-2007,24.1,14.1,19.8,24.1,14.1,19.8,-3,23.36,0,,0,,,,,21.6,,1011.6,26.7,12.3,,,0,,2007-05-08T05:07:24,2007-05-08T19:15:09,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",09-05-2007,25.1,12.1,18.9,25.1,12.1,19,2.7,39.67,0,,0,,,,,21.6,,1016.7,16.3,14.8,,,0,,2007-05-09T05:06:18,2007-05-09T19:16:08,0.72,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",10-05-2007,27.1,13.4,20.7,26.3,13.4,20.7,6.8,42.29,0,,0,,,,,21.6,,1013.2,23.8,11.7,,,0,,2007-05-10T05:05:13,2007-05-10T19:17:06,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",11-05-2007,25.2,15.1,19.9,25.2,15.1,19.9,13.8,72.83,1.3,,8.33,,,,,21.6,,1008.9,43.8,7.2,,,0,,2007-05-11T05:04:10,2007-05-11T19:18:04,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,54511099999
"Beijing,China",12-05-2007,28.1,17.1,22.5,26.6,17.1,22.3,-4.2,17.93,0,,0,,,,,46.8,,1009.8,2.9,15.6,,,0,,2007-05-12T05:03:09,2007-05-12T19:19:02,0.88,Clear,Clear conditions throughout the day.,wind,54511099999
"Beijing,China",13-05-2007,34.1,14.1,24,31.5,14.1,23.2,-0.3,23.9,0,,0,,,,,32.4,,1003.6,15.8,13.1,,,0,,2007-05-13T05:02:09,2007-05-13T19:20:00,0.93,Clear,Clear conditions throughout the day.,wind,54511099999
"Beijing,China",14-05-2007,32.4,14.7,24.2,30.1,14.7,23.5,1.1,23.87,0,,0,,,,,28.8,,1007.4,15.4,14.6,,,0,,2007-05-14T05:01:10,2007-05-14T19:20:57,0.97,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",15-05-2007,25.4,16.6,20.8,25.4,16.6,20.9,6.7,40.85,0,,0,,,,,28.8,,1001.7,34.2,12.7,,,0,,2007-05-15T05:00:13,2007-05-15T19:21:54,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",16-05-2007,30.1,20.1,24.7,28.2,20.1,24.1,1.7,25.7,0,,0,,,,,36,,999.8,20.8,14.8,,,0,,2007-05-16T04:59:17,2007-05-16T19:22:50,1,Partially cloudy,Partly cloudy throughout the day.,wind,54511099999
"Beijing,China",17-05-2007,26.1,18.1,22.2,26.1,18.1,22.2,1.6,26.33,0,,0,,,,72,50.4,,1000.6,15.8,15.8,,,0,,2007-05-17T04:58:23,2007-05-17T19:23:46,0,Clear,Clear conditions throughout the day.,wind,54511099999
"Beijing,China",18-05-2007,26.2,15.1,21.2,26.2,15.1,21.3,-3.2,21.43,0,,0,,,,,25.2,,1009,5,16.7,,,0,,2007-05-18T04:57:31,2007-05-18T19:24:41,0.02,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",19-05-2007,29.1,13.2,22.7,27.4,13.2,22.3,-0.5,23.19,0,,0,,,,,18,,1007.7,15,15.6,,,0,,2007-05-19T04:56:40,2007-05-19T19:25:36,0.05,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",20-05-2007,26.1,17.7,21.6,26.1,17.7,21.6,8.5,43.79,0.3,,4.17,,,,,25.2,,1005.1,35.4,13.2,,,0,,2007-05-20T04:55:51,2007-05-20T19:26:30,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,54511099999
"Beijing,China",21-05-2007,28.1,14.1,22.4,26.9,14.1,22.1,8.5,45,0,,0,,,,,14.4,,1007.5,24.6,13.8,,,0,,2007-05-21T04:55:04,2007-05-21T19:27:24,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",22-05-2007,20.1,15.9,18.2,20.1,15.9,18.2,14.9,83.06,35.8,,8.33,,,,,18,,1003.9,87.5,4.8,,,0,,2007-05-22T04:54:19,2007-05-22T19:28:17,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,54511099999
"Beijing,China",23-05-2007,22.2,17.4,19.4,22.2,17.4,19.5,17.6,89.52,11.2,,8.33,,,,,18,,1001.9,83.3,9.2,,,0,,2007-05-23T04:53:35,2007-05-23T19:29:09,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,54511099999
"Beijing,China",24-05-2007,28.4,17.7,23.4,27.3,17.7,23,9.5,50.61,0,,0,,,,,36,,1000.2,47.7,7.1,,,0,,2007-05-24T04:52:53,2007-05-24T19:30:00,0.28,Partially cloudy,Partly cloudy throughout the day.,wind,54511099999
"Beijing,China",25-05-2007,31.1,15.1,23.9,29,15.1,23.4,3.5,32.58,0,,0,,,,,36,,999,8.8,15.6,,,0,,2007-05-25T04:52:12,2007-05-25T19:30:51,0.33,Clear,Clear conditions throughout the day.,wind,54511099999
"Beijing,China",26-05-2007,37.1,17.1,26,35.4,17.1,25.5,9.2,38.62,0,,0,,,,,32.4,,999.1,17.5,12.9,,,0,,2007-05-26T04:51:34,2007-05-26T19:31:40,0.37,Clear,Clear conditions throughout the day.,wind,54511099999
"Beijing,China",27-05-2007,30.1,20.1,24.9,28.9,20.1,24.5,8.4,36.09,0,,0,,,,,25.2,,1004.3,20.4,13.6,,,0,,2007-05-27T04:50:57,2007-05-27T19:32:29,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",28-05-2007,32.1,18.1,24.9,31.2,18.1,24.3,7.9,41.13,0,,0,,,,,39.6,,1007.4,1.7,14.4,,,0,,2007-05-28T04:50:22,2007-05-28T19:33:17,0.44,Clear,Clear conditions throughout the day.,wind,54511099999
"Beijing,China",29-05-2007,32.1,17.1,25.3,30.2,17.1,24.7,9.2,40.76,0,,0,,,,,25.2,,1010.3,6.3,13.7,,,0,,2007-05-29T04:49:49,2007-05-29T19:34:04,0.47,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",30-05-2007,28.9,19.9,24.4,28.6,19.9,24.5,14.5,56.1,0,,0,,,,,25.2,,1008.5,35,11.3,,,0,,2007-05-30T04:49:18,2007-05-30T19:34:50,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",31-05-2007,21.1,17.6,19.2,21.1,17.6,19.2,17.7,90.96,3.3,,12.5,,,,,28.8,,1008.1,63.8,4,,,0,,2007-05-31T04:48:49,2007-05-31T19:35:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,54511099999
"Beijing,China",01-06-2007,22.6,17.1,19.5,22.6,17.1,19.6,17.2,87.23,0,,0,,,,,18,,1006.8,32.5,4.1,,,0,,2007-06-01T04:48:21,2007-06-01T19:36:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",02-06-2007,27.1,19.1,22.7,28.3,19.1,22.8,18.5,78.57,0,,0,,,,,18,,1006.3,40.4,4.7,,,0,,2007-06-02T04:47:56,2007-06-02T19:37:02,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",03-06-2007,27.1,20.1,23.8,28.6,20.1,24,19.5,77.5,0,,0,,,,,28.8,,1007.3,45.8,4.8,,,0,,2007-06-03T04:47:32,2007-06-03T19:37:44,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",04-06-2007,32.1,18.1,25.3,29.9,18.1,24.7,6.9,36.97,0,,0,,,,,18,,1008.2,19.2,14.3,,,0,,2007-06-04T04:47:11,2007-06-04T19:38:25,0.56,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",05-06-2007,36.1,18.1,27.5,33.7,18.1,26.6,9.4,37.78,0,,0,,,,,14.4,,1004.3,11.3,14.8,,,0,,2007-06-05T04:46:51,2007-06-05T19:39:04,0.6,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",06-06-2007,36.1,21.1,29,36.9,21.1,29.5,17,50.46,0,,0,,,,,18,,1003.2,27.5,6.8,,,0,,2007-06-06T04:46:33,2007-06-06T19:39:42,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",07-06-2007,33.1,23.1,28.1,35.9,23.1,29.2,18.6,57.37,0,,0,,,,,14.4,,1005.2,30.4,4.6,,,0,,2007-06-07T04:46:17,2007-06-07T19:40:19,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",08-06-2007,35.1,22.1,28.7,39.5,22.1,29.7,19,59.17,0,,0,,,,,18,,1008.4,18.8,4.4,,,0,,2007-06-08T04:46:03,2007-06-08T19:40:54,0.75,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",09-06-2007,33.7,21.9,28.2,32.7,21.9,27.7,14.1,45.06,0,,0,,,,,18,,1011.3,16.7,11.3,,,0,,2007-06-09T04:45:51,2007-06-09T19:41:28,0.81,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",10-06-2007,35.4,21.1,28.1,35.8,21.1,28.2,15.5,48.5,0,,0,,,,,18,,1008.1,11.7,11.6,,,0,,2007-06-10T04:45:41,2007-06-10T19:42:00,0.87,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",11-06-2007,36.1,22.4,28.9,35.5,22.4,28.8,15.8,48.24,0,,0,,,,,21.6,,1005.5,22.5,7.2,,,0,,2007-06-11T04:45:33,2007-06-11T19:42:31,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",12-06-2007,28.4,22.2,25.8,29.7,22.2,26.3,18,62.65,0,,0,,,,,14.4,,1006.4,32.1,6,,,0,,2007-06-12T04:45:27,2007-06-12T19:43:01,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",13-06-2007,26.1,21.1,23.3,26.1,21.1,23.4,16.3,65.47,0,,0,,,,,25.2,,1009.6,40,12.2,,,0,,2007-06-13T04:45:23,2007-06-13T19:43:29,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",14-06-2007,31.2,19.7,25.5,29.4,19.7,24.9,11.2,44.09,0,,0,,,,,18,,1009.1,12.1,14.2,,,0,,2007-06-14T04:45:20,2007-06-14T19:43:55,1,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",15-06-2007,32.1,19.1,26,30.6,19.1,25.5,11.4,42.46,0,,0,,,,,21.6,,1009.1,18.3,14.8,,,0,,2007-06-15T04:45:20,2007-06-15T19:44:20,0,Clear,Clear conditions throughout the day.,clear-day,54511099999
"Beijing,China",16-06-2007,32.2,20.7,26.1,32.5,20.7,26.3,16.4,56.53,0,,0,,,,,25.2,,1009.4,26.7,9,,,0,,2007-06-16T04:45:21,2007-06-16T19:44:43,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",17-06-2007,32.9,21.2,26.7,33,21.2,26.9,16.1,53.48,0,,0,,,,,18,,1008.5,27.1,8.1,,,0,,2007-06-17T04:45:24,2007-06-17T19:45:04,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",18-06-2007,29.7,21.9,26,29.2,21.9,25.8,13.6,47.08,0,,0,,,,,18,,1009.2,32.1,6.6,,,0,,2007-06-18T04:45:29,2007-06-18T19:45:24,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",19-06-2007,26.4,21.4,23.9,26.4,21.4,24,16.9,65.35,1,,4.35,,,,,10.8,,1010.7,33.9,4.5,,,0,,2007-06-19T04:45:36,2007-06-19T19:45:42,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,54511099999
"Beijing,China",20-06-2007,27.1,22.1,23.8,28.9,22.1,23.9,19.9,79.1,0.8,,4.17,,,,,14.4,,1009.9,37.5,3.2,,,0,,2007-06-20T04:45:45,2007-06-20T19:45:58,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,54511099999
"Beijing,China",21-06-2007,34.1,21.1,27,34.2,21.1,27.1,18,62.88,0,,0,,,,,21.6,,1006.9,22.5,8.3,,,0,,2007-06-21T04:45:56,2007-06-21T19:46:13,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",22-06-2007,31.1,22.1,27,33.1,22.1,27.2,17.6,58.34,0,,0,,,,,14.4,,1004.9,28.3,8.7,,,0,,2007-06-22T04:46:08,2007-06-22T19:46:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",23-06-2007,32.2,23.4,27.8,32.5,23.4,28.1,17.7,56.16,0,,0,,,,,14.4,,1002.3,30.8,7.5,,,0,,2007-06-23T04:46:22,2007-06-23T19:46:36,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",24-06-2007,34.1,22.7,26.6,35.9,22.7,27,19.6,68.64,0.5,,4.17,,,,,21.6,,1001.1,37.5,8.4,,,0,,2007-06-24T04:46:38,2007-06-24T19:46:45,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,54511099999
"Beijing,China",25-06-2007,35.7,21.1,28.1,37,21.1,28.8,18.1,58.35,0,,0,,,,,18,,998.2,32.9,12.6,,,0,,2007-06-25T04:46:56,2007-06-25T19:46:52,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",26-06-2007,36.1,24.1,30.3,39.6,24.1,32,19.6,54.63,0,,0,,,,,18,,998.8,22.9,12.3,,,0,,2007-06-26T04:47:15,2007-06-26T19:46:57,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",27-06-2007,30.1,21.6,25.8,34.7,21.6,27.8,22,81.03,23.2,,8.33,,,,61.2,21.6,,1000.7,43.3,7.2,,,0,,2007-06-27T04:47:36,2007-06-27T19:47:01,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,54511099999
"Beijing,China",28-06-2007,31.1,21.1,25.6,34.7,21.1,26.9,21.4,79.1,0,,0,,,,,14.4,,1000.5,38.8,7.8,,,0,,2007-06-28T04:47:58,2007-06-28T19:47:02,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",29-06-2007,27.1,23.7,25.8,29.7,23.7,26.1,23,84.66,2,,4.17,,,,,10.8,,1004.3,52.1,4.3,,,0,,2007-06-29T04:48:22,2007-06-29T19:47:01,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,54511099999
"Beijing,China",30-06-2007,24.1,19.6,22.6,24.1,19.6,22.6,21.7,94.89,22.1,,8.33,,,,,28.8,,1003.4,78.3,5,,,0,,2007-06-30T04:48:48,2007-06-30T19:46:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,54511099999
"Beijing,China",01-07-2007,32.2,19.2,25.9,35.9,19.2,26.9,20.2,73.84,32,,12.5,,,,,25.2,,1002.4,12.9,14.6,,,0,,2007-07-01T04:49:15,2007-07-01T19:46:54,0.51,Rain,Clear conditions throughout the day with rain clearing later.,rain,54511099999
"Beijing,China",02-07-2007,32.1,21.4,26.4,38,21.4,28.4,22.7,81.52,0,,0,,,,,18,,1002.4,25.4,6.8,,,0,,2007-07-02T04:49:43,2007-07-02T19:46:48,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",03-07-2007,28.7,23.7,26,32.8,23.7,27,21.7,78.77,0,,0,,,,,14.4,,1000.5,36.3,6.6,,,0,,2007-07-03T04:50:13,2007-07-03T19:46:39,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",04-07-2007,31.7,20.9,26.6,33.8,20.9,27.9,20.1,68.89,0,,0,,,,,14.4,,1000.3,22.1,8.8,,,0,,2007-07-04T04:50:45,2007-07-04T19:46:29,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
"Beijing,China",05-07-2007,33.2,24.1,29.1,40.7,24.1,32.3,23,70.8,0,,0,,,,,18,,1000,20.8,5.1,,,0,,2007-07-05T04:51:18,2007-07-05T19:46:17,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,54511099999
"Beijing,China",06-07-2007,33.1,26.1,29.2,38,26.1,32.5,22.8,69.62,0,,0,,,,,18,,999.7,35.4,6.5,,,0,,2007-07-06T04:51:52,2007-07-06T19:46:02,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
